ID	p.Age	q.Age	Coefficient.Age	p.Sex	q.Sex	Coefficient.Sex	p.Cohort	q.Cohort	Coefficient.Cohort.Interval2	Coefficient.Cohort.Longenity.OPEL	Coefficient.Cohort.Longenity.OPUS
SNX7.14245.195.3	0,491702766	0,604044767	-0,000115341	0,000373011	0,001048087	-0,015525115	0,005906873	0,011666174	0,001324631	-0,008941992	0,022222407
TNFSF9.2599.51.2	0,491540086	0,604044767	9,62E-05	0,250765981	0,326285808	-0,004176195	0,646148537	0,685770853	0,005540255	0,003617472	-0,000442495
ULBP3.2747.3.2	0,491305406	0,604044767	-0,000113481	5,14E-05	0,000170835	0,017368977	0,173854229	0,219285735	-0,012240698	-0,006548699	-0,005161837
MTRF1L.11134.30.3	0,495373455	0,607605232	0,000112489	1,97E-06	8,16E-06	-0,020423504	0,412030456	0,466946565	-0,003728253	-0,004782925	0,008680296
CAMK2A.3350.53.2	0,494930941	0,607605232	8,48E-05	0,287930056	0,36617192	-0,00343333	0,016688839	0,028953057	0,011420921	-0,005235401	0,005621996
COLEC11.4430.44.3	0,495431958	0,607605232	-0,000124654	5,56E-09	3,09E-08	0,02775908	0,008354572	0,015909586	-0,010524221	-0,006286522	0,020581012
KIR3DL3.7944.1.3	0,495040182	0,607605232	0,000107544	0,079883621	0,123957343	-0,007175588	0,005402057	0,010770972	-0,017750087	-0,004134956	0,004722022
TOR1AIP2.10640.9.3	0,49590979	0,607681666	-0,000140071	0,568272976	0,641527771	-0,003050573	0,021314244	0,035871211	0,019959764	0,014465899	0,01758031
DCUN1D5.8760.10.3	0,495839315	0,607681666	9,35E-05	1,17E-13	1,02E-12	-0,026570001	0,000343459	0,001005624	0,014330306	0,007127631	0,024162976
SPINK9.8042.88.3	0,496526587	0,608182692	0,000111851	0,14128821	0,201299568	0,006289663	7,30E-05	0,000264402	0,008153485	-0,031506718	0,002317635
GLT8D1.8955.60.3	0,496941174	0,60843572	8,73E-05	0,802125932	0,845788879	-0,000837357	0,001572433	0,003791729	-0,011131667	-0,010297065	0,010066961
XRCC4.9886.28.3	0,497366075	0,608701159	0,000112596	0,014230643	0,02760254	0,010574272	0,07952341	0,112099264	0,012833671	0,013497328	0,011099349
BUB1.12033.3.3	0,498274743	0,609536249	0,000152381	0,220337404	0,293348614	-0,007168209	0,012306318	0,022233465	-0,023779341	-0,006240063	0,004795492
AOC2.6434.18.3	0,498465199	0,609536249	0,000151096	0,065490377	0,103545596	0,010687566	0,000494851	0,001381144	0,028905899	0,023551247	0,026313306
EMILIN3.8964.14.3	0,499858454	0,610984529	8,66E-05	1,99E-05	7,09E-05	-0,014252728	0,000205131	0,00064656	0,012521411	-0,003934466	0,018950166
FGF8.4394.71.2	0,500219195	0,611170069	-0,000110056	0,719333623	0,77640403	-0,001524702	4,38E-05	0,000170641	-0,021956964	-0,02743772	-0,021197861
ZNF382.14616.16.3	0,503471752	0,614630583	0,000115617	0,36427026	0,446185306	-0,004075011	0,000245061	0,000752155	-0,023666416	-0,021210585	-0,015375496
FURIN.6276.16.3	0,503310361	0,614630583	6,06E-05	0,148881596	0,210579627	0,003397227	0,031119439	0,049958485	0,008442567	0,000518075	-0,002988108
ABO.9253.52.3	0,504355851	0,615453009	-0,000415772	0,577413958	0,650341097	0,009017815	0,041009247	0,063399602	-0,025116085	0,047212119	-0,040299483
FIBCD1.9378.6.3	0,504755923	0,615684352	-0,000107892	0,271845578	0,349669444	-0,004619638	0,006732916	0,013155498	-0,000598342	0,004446931	0,027722479
PDXP.3897.61.1	0,506387096	0,617416531	0,000136222	6,54E-17	7,06E-16	0,044699854	0,927715623	0,93830159	-0,00331106	-0,00364707	-0,005962121
AREG.2970.60.2	0,507018896	0,617929279	0,000132479	4,03E-14	3,57E-13	0,039364738	0,824845297	0,850131252	-0,0012611	-0,009287907	-0,007579201
TJP1.12001.7.3	0,508178151	0,61908417	-0,000108064	0,332932211	0,413690195	-0,004109974	0,009906516	0,018515373	0,004953809	0,003688932	0,026852353
IL1R1.2991.9.2	0,508461579	0,619171573	0,000129301	0,833818848	0,869549359	0,001066278	0,017507312	0,030122875	-0,004654671	0,001395132	0,027929481
PSG9.9335.28.3	0,510620513	0,621541823	-0,000136881	0,691800731	0,752516601	-0,002143671	0,533751947	0,583635307	-0,008755799	0,003645763	0,005941656
MPDZ.14036.116.3	0,512332167	0,622588944	-0,000117897	0,814385313	0,854710097	-0,00109793	0,004484072	0,009207745	0,016359177	0,003772096	0,024217358
DNAJB1.3852.19.2	0,511830436	0,622588944	-9,03E-05	0,318126748	0,397828447	0,003572092	0,000106059	0,000361987	0,011368157	-0,020489086	-0,020685144
CCNB1.5347.59.3	0,512209142	0,622588944	8,57E-05	0,001443193	0,003577406	-0,01083195	0,000329947	0,000971899	-0,010294919	-0,013174288	0,012452123
MFNG.5605.77.3	0,512026776	0,622588944	0,000125349	0,116705812	0,171972041	0,007795522	0,01762073	0,030282394	-0,001131116	0,019868115	0,030387063
PRR16.10621.26.3	0,513025186	0,623172204	0,000129234	1,17E-05	4,38E-05	0,022526899	0,001321396	0,003264427	-0,016137402	-0,007850895	-0,034413809
RNF215.7758.217.3	0,513384321	0,62334958	-0,000153947	0,478837439	0,558675512	0,004335422	0,005049507	0,010180314	0,022176586	0,015288328	0,033209956
LCTL.10890.135.3	0,51363641	0,623396888	0,000103392	0,030724822	0,053717934	-0,008891036	0,653889994	0,693483768	0,003653283	0,00831791	0,008666085
DEFB125.9486.13.3	0,513998851	0,623578034	-0,000154077	0,562503612	0,635996546	0,003553538	0,592326038	0,636211773	0,002726221	0,00908787	-0,00804466
B4GALT5.10425.3.3	0,514305614	0,62369151	-7,57E-05	0,840739347	0,873902839	0,000606547	0,000253533	0,000773289	-0,006286581	0,000451169	0,021106653
SELE.3470.1.2	0,514786013	0,62401537	0,000113725	6,66E-13	5,46E-12	0,032706338	0,019557098	0,033258437	-0,009398538	-0,024130474	-0,022649559
CDC2.CCNB1.3422.4.2	0,515121321	0,624163158	-5,36E-05	0,96677923	0,974863445	8,91E-05	0,032201844	0,051498302	0,007389412	0,000155692	0,005913379
SEMA6C.14597.5.3	0,515438492	0,624288857	0,000112072	0,013161441	0,02578514	-0,011107651	0,347797387	0,403533263	-0,007481714	-0,013423324	-0,006277877
PDCL2.14192.31.3	0,517192317	0,626153778	-9,14E-05	9,47E-06	3,57E-05	0,016268648	0,046736317	0,070946447	-0,008244495	-0,004452163	0,011221744
RAB14.14283.12.3	0,517522017	0,626293711	0,000122901	5,34E-05	0,000176354	0,019959773	0,864112126	0,881900897	-0,002675883	0,005014143	-0,002304792
PTPN2.3401.8.2	0,51847278	0,627184814	-7,37E-05	0,02653151	0,04755188	-0,006579797	0,006986404	0,013623488	0,011590859	0,00362264	0,012606811
SPAG11A.5726.49.3	0,518880689	0,627418774	0,000111026	0,364772984	0,446411155	-0,004054326	0,000191574	0,000609744	0,019489098	0,00958381	0,030135097
FAXDC2.9074.6.3	0,519465148	0,627865933	-7,36E-05	0,000121919	0,000373807	-0,011416643	0,000108207	0,000368459	0,000467903	-0,006185492	0,020797457
PEAR1.8892.14.3	0,522244458	0,630964494	-0,000201473	3,28E-06	1,32E-05	-0,03811987	0,051711423	0,077447984	-0,025719796	-0,025938704	-0,0261441
DDC.3538.26.1	0,523138792	0,631784049	7,16E-05	0,464842245	0,545747404	-0,00212987	0,02635605	0,043261193	-0,004978202	-0,015229672	-0,000665705
CUBN.12904.180.3	0,523360986	0,631791533	9,79E-05	0,014479118	0,028047297	-0,009749449	0,006141793	0,012073081	-0,017508768	0,00082616	0,00299787
MGAT2.6909.40.3	0,524180105	0,63251931	6,57E-05	4,29E-75	2,99E-73	-0,050133093	1,60E-05	7,16E-05	0,015713239	-0,002455136	0,009631997
BAG3.10078.5.3	0,525416584	0,633488668	7,20E-05	0,001273307	0,003202428	0,009500938	2,54E-06	1,40E-05	0,00811289	0,019873863	0,030656061
WBP1L.9532.5.3	0,525325706	0,633488668	0,000127655	0,156868312	0,219961559	-0,007395701	0,000220183	0,000686605	0,018276633	0,000549698	0,035222175
SIRPB1.6247.9.3	0,527735261	0,6360221	0,000161203	0,020328329	0,037878201	0,015399158	1,78E-07	1,30E-06	0,025479728	0,05143593	0,071532267
BTNL9.7950.142.3	0,529497062	0,637882581	8,59E-05	2,74E-05	9,53E-05	-0,014909392	2,79E-06	1,52E-05	0,003956826	-0,002978827	0,032402701
TIGAR.12476.50.3	0,53099896	0,639428554	0,000118566	0,008219361	0,01687132	-0,013005223	0,006167706	0,012115877	-0,01619468	0,001573388	0,019127744
CCL23.3028.36.2	0,531451559	0,639710209	-8,46E-05	0,920336075	0,938300111	0,00035156	0,000206936	0,000650846	-0,005068721	0,026418537	0,021534049
HCK.3374.49.2	0,532419707	0,640611947	-8,58E-05	0,728880544	0,783526494	-0,001237605	0,219386386	0,267711798	0,007844241	0,009586887	0,009791348
CNTNAP2.6965.19.3	0,537037495	0,645902415	-8,04E-05	2,30E-43	7,39E-42	-0,047255291	3,40E-05	0,000137205	0,000239801	-0,00319811	0,027577367
TACSTD2.14034.22.3	0,5378237	0,64658213	6,67E-05	0,010507064	0,021093454	-0,007198391	0,568461858	0,614922683	0,001609922	-0,003771532	0,004157732
SPINK2.13405.61.3	0,539095168	0,64784444	0,00011694	3,79E-23	5,55E-22	0,049320436	0,001594331	0,003835048	0,020276732	0,000274797	0,02298064
RPE.12646.2.3	0,543008182	0,652278822	0,000166571	0,034192325	0,058727277	-0,015076685	0,042427385	0,065281484	0,026321048	0,002623814	0,006175744
GALNT10.7003.4.3	0,543764568	0,652919278	-8,59E-05	0,001031982	0,002650173	-0,012081499	4,65E-07	3,14E-06	0,000200495	-0,024189138	0,019410547
OAS1.10361.25.3	0,544776203	0,65386557	0,000129245	0,634328772	0,702275419	-0,002638253	0,83876529	0,861442582	-0,003995711	-0,001558964	0,005935762
PDZK1IP1.8260.13.3	0,545603465	0,654589883	-9,00E-05	0,830909905	0,86831421	-0,000826586	4,05E-05	0,000160071	-0,000274093	-0,008049564	0,028607964
FN1.3435.53.2	0,546072212	0,654883649	5,60E-05	0,246095214	0,321495534	-0,002795792	0,000382992	0,001104784	0,002104623	0,001788732	0,019211368
VPS4A.11476.43.3	0,547271985	0,655516198	-0,000116052	0,00353815	0,007936418	0,014624127	0,963001181	0,96881682	-0,002407017	-0,004246664	-0,003450885
NTRK1.3477.63.2	0,547176	0,655516198	8,72E-05	2,52E-06	1,03E-05	-0,017737884	0,027269251	0,044659887	-0,005399664	-0,019363321	0,000504388
LCORL.4304.18.2	0,547240612	0,655516198	7,42E-05	0,016379528	0,031334284	-0,007690428	0,637294565	0,677357051	-8,94E-05	-0,006334981	0,001966906
EPHB2.8225.86.3	0,548394488	0,656591844	-6,59E-05	4,75E-51	1,93E-49	-0,043460733	6,09E-13	1,38E-11	0,011803146	0,019492803	0,043422217
BRPF1.11671.19.3	0,549884426	0,658057186	-7,64E-05	0,734250288	0,787083471	0,001127846	0,002893638	0,006387843	0,00063387	0,001937417	0,023032441
NME1.5909.51.3	0,550068314	0,658057186	9,68E-05	3,21E-05	0,000110088	-0,017518876	0,44808341	0,501970117	-0,000911488	-0,012888617	-0,001472819
GALNT1.7090.17.3	0,550600598	0,658424672	-5,01E-05	0,703568107	0,76389633	0,000829613	2,59E-05	0,000108263	0,003485172	0,013343456	0,021222692
LMCD1.9530.6.3	0,551041825	0,658683015	0,000104442	0,180491279	0,246814863	-0,006098101	7,49E-06	3,63E-05	0,000785026	-0,010145309	0,036238192
SPACA7.6466.7.3	0,552559295	0,660227099	-0,000106578	0,616152395	0,686831461	-0,002338039	0,00662139	0,012946234	0,005269913	0,006979914	0,031610522
APPL1.12825.18.3	0,553223295	0,660750567	0,000114062	0,00175221	0,004239217	-0,01565437	8,85E-06	4,18E-05	0,031862486	-0,003184633	0,011460247
IL16.2774.10.3	0,554741196	0,662293061	6,92E-05	0,578350727	0,651145448	0,001692494	0,000446415	0,001265274	0,002314195	0,015600815	0,025824043
CD33.3166.92.1	0,557607608	0,665172208	0,000124299	0,982452882	0,986838832	-0,000121167	9,86E-05	0,000341206	-0,025055399	-0,01981243	0,014282741
SEMA4D.5737.61.3	0,557387767	0,665172208	-7,20E-05	0,00067681	0,001804622	0,010848158	0,023498353	0,039141619	-0,002185693	0,00803085	0,018731984
ADAM29.13549.15.3	0,560247579	0,668048988	-9,17E-05	6,05E-05	0,000197411	-0,016434727	7,42E-06	3,61E-05	0,001838138	-0,006955591	0,034007178
SYNCRIP.4224.7.2	0,561713769	0,669524358	-0,000114136	0,003387579	0,007657395	-0,014986246	0,028946901	0,047091038	0,00223828	0,008316028	0,030360351
ASH1L.12622.96.3	0,56212288	0,669739072	0,000113881	0,531911223	0,608899637	0,003191656	0,007163521	0,013922458	-0,016110735	-0,029266935	-0,011727392
ARPP21.12860.7.3	0,563579087	0,670901502	8,07E-05	0,005172308	0,011140649	-0,010158728	0,004798165	0,009773421	-0,014806211	-0,015374598	-0,003998876
COX5B.7887.57.3	0,563717355	0,670901502	-0,000111278	0,303663397	0,383347189	0,005153128	1,35E-06	8,01E-06	-0,033065494	-0,008998808	0,00978675
DNAJA4.9744.139.3	0,56378663	0,670901502	-8,83E-05	5,62E-17	6,16E-16	0,033430723	0,003620571	0,007735698	0,016200142	0,012331987	-0,00371752
CDC25B.12427.8.3	0,565203801	0,672117839	-6,20E-05	0,442172755	0,523625631	-0,002154324	2,31E-05	9,84E-05	0,015919746	-0,006210464	0,005970441
GAL.13389.8.3	0,565268337	0,672117839	-6,82E-05	0,046948454	0,077716031	0,006123396	0,00092102	0,002386388	-0,01178977	0,000557426	0,013502499
SEPT10.12690.33.3	0,56654543	0,673362609	-6,73E-05	2,47E-16	2,59E-15	-0,025121471	0,000720625	0,001924956	0,011882626	-0,010325528	0,006682304
TBX5.11202.70.3	0,567263446	0,673537566	-8,35E-05	0,012160151	0,024000298	-0,009509768	0,014915574	0,026171599	0,008615	0,001190823	0,020160098
KMT2C.11402.17.3	0,56738344	0,673537566	0,000114291	0,000453753	0,001248568	-0,018226289	6,87E-07	4,43E-06	-0,031751563	0,011866942	0,022649183
RNGTT.12847.27.3	0,567306005	0,673537566	-8,91E-05	0,026140257	0,047023525	-0,009008449	0,001190438	0,002988867	-0,006571238	-0,02107012	0,010699143
IL7R.5089.11.3	0,571300122	0,67791191	7,66E-05	0,319431915	0,398948912	-0,003502222	0,006011887	0,01182567	-0,005767782	-0,001329442	0,019187298
PDGFRB.3459.49.2	0,572716102	0,679241209	0,000124242	7,35E-05	0,000236587	-0,022716991	2,82E-15	9,16E-14	0,032289386	-0,019740986	0,065208657
PTX3.6447.73.3	0,572884808	0,679241209	7,51E-05	0,09157394	0,139652646	0,005840167	0,00038954	0,00112146	-0,003453344	-0,009138968	0,020212621
POLM.12851.5.3	0,577236667	0,684123683	-0,000106503	0,018318632	0,034502252	0,011718489	5,53E-05	0,000208602	0,005818928	-0,001824807	0,040956737
ST6GALNAC3.10705.14.3	0,578727894	0,68561324	8,79E-05	0,221551492	0,294295238	-0,005029144	0,001077181	0,002735031	-0,021456618	-0,003932701	-0,005657442
CRYAA.10087.10.3	0,579053573	0,685721336	-7,83E-05	0,10797982	0,160815159	-0,005894016	0,242414461	0,293067765	-0,008763294	0,003762712	-0,001779687
PLA2G10.2949.6.2	0,579731467	0,686103209	6,70E-05	0,000104403	0,00032626	-0,012217324	0,000894878	0,00232628	-0,004330342	-0,009163738	0,016002104
LYZ.4920.10.1	0,579845174	0,686103209	6,39E-05	0,296627418	0,375925129	0,003131427	6,16E-13	1,39E-11	0,001792906	0,023354612	0,046820987
LRRN1.11293.14.3	0,580566079	0,686400882	-0,000101139	0,359758598	0,441213375	-0,00435696	0,064310377	0,093168823	0,014763732	-0,006241627	0,004794556
OLA1.12659.13.3	0,580396749	0,686400882	0,00010348	4,29E-36	1,08E-34	0,061596596	0,126491977	0,166287206	0,002492776	0,008240497	-0,015168282
PRKCI.3379.29.1	0,581360172	0,687058737	-0,000109237	2,67E-13	2,24E-12	0,037757431	0,344433421	0,400247224	-0,003749267	0,004090807	-0,013929325
PLK1.3394.81.2	0,581592285	0,687058737	6,35E-05	0,018219885	0,034360518	-0,007072969	0,007513105	0,014457785	0,011022344	0,006418532	-0,005639731
CYGB.11546.7.3	0,582421743	0,687760839	9,64E-05	0,000341465	0,000973474	-0,01632769	1,40E-09	1,66E-08	-0,003976774	-0,00617874	0,050137928
CTSC.3178.5.2	0,58282212	0,687955892	6,66E-05	0,006986581	0,014527895	-0,008506096	0,369919376	0,425487289	0,006112247	-0,003594782	0,001977261
SIRPA.5430.66.3	0,584477344	0,689631396	-0,000202586	0,064397459	0,101927796	-0,017810105	0,000976285	0,002513762	0,04384648	0,050481848	0,028511507
ACE2.2805.6.2	0,585599315	0,690676612	7,41E-05	0,932682016	0,947302107	0,000298407	0,000442793	0,001256226	0,010992888	-0,021196668	-0,012816235
LRIT2.11716.28.3	0,586855759	0,691600764	0,000118986	0,562053046	0,635732853	0,003299662	0,323602066	0,378803377	0,002236906	0,021207429	0,006832873
GRP.8400.74.3	0,586714586	0,691600764	-9,04E-05	0,022227118	0,040915243	-0,009885813	5,93E-08	4,90E-07	0,020825159	-0,021311526	0,021362649
MTAP.9910.9.3	0,588066694	0,692748724	4,79E-05	2,21E-07	1,04E-06	0,011926654	0,001637662	0,003919935	-0,00676067	0,002340898	-0,012410392
TNFRSF8.2605.49.2	0,59038833	0,69520365	-6,53E-05	4,63E-06	1,82E-05	-0,014461835	0,000139681	0,00046218	-0,005747533	-0,006190192	0,020122844
QPCTL.8866.53.3	0,59136158	0,696069465	-6,48E-05	1,20E-54	5,32E-53	-0,049537472	2,78E-16	1,06E-14	-0,012311554	0,008156601	0,046451932
NRBP1.12616.45.3	0,59226367	0,696290689	9,07E-05	0,214452792	0,286557522	0,005464219	0,698472135	0,737290146	0,005571506	0,007543784	0,004841539
KLK5.3201.49.2	0,591888965	0,696290689	7,11E-05	0,493877216	0,573477911	-0,002357128	0,254861	0,306777129	-0,007665081	-0,004710152	-0,009332815
JTB.9038.12.3	0,592099422	0,696290689	6,93E-05	2,87E-05	9,96E-05	-0,014077204	5,04E-10	6,61E-09	0,018214802	0,011076668	0,039453734
EIF4G3.13991.47.3	0,592980175	0,696852958	7,82E-05	0,005389671	0,011566242	-0,010589574	3,96E-08	3,40E-07	0,006665549	-0,03039925	0,0156869
POMC.2558.51.3	0,593872204	0,697620962	6,44E-05	0,000105545	0,000329123	-0,012191012	0,280043294	0,333384874	0,007186546	0,003147182	-0,002211087
PSMD5.10716.35.3	0,595526738	0,699283705	9,28E-05	0,445262548	0,526738335	0,003468175	0,195065531	0,241560828	0,008071333	0,006672733	-0,008808486
MMP14.5002.76.1	0,59609892	0,699674696	0,000132547	0,724873831	0,780653887	-0,002287571	0,769167571	0,800930988	-0,008118418	0,001689012	-0,004469528
RNASE2.8394.56.3	0,597739615	0,701319042	-8,54E-05	0,003884815	0,008674109	-0,012151352	6,70E-08	5,41E-07	0,002602481	-0,008463472	0,040800003
KLHL12.12695.62.3	0,598717303	0,70190305	-8,62E-05	0,001217239	0,003069332	-0,013784538	0,003836751	0,008126356	0,009215508	-0,016782246	0,011581701
TNFRSF21.5404.53.3	0,59854	0,70190305	4,90E-05	0,00339828	0,007675651	-0,007085356	1,01E-10	1,55E-09	0,004534322	0,011688865	0,034145445
ANXA9.13588.11.3	0,599473557	0,702508074	0,00016405	0,926469211	0,942581719	-0,000749275	0,179569444	0,225328453	0,010192961	0,011794359	0,034418536
PAPOLG.8343.224.3	0,600962311	0,703970669	-0,000137297	0,013214226	0,025819379	0,016912266	0,007429399	0,014346615	0,026616629	0,020077027	0,030515231
FAM171B.8786.6.3	0,603410518	0,706555551	-0,000100495	0,218557855	0,291229976	0,006186407	0,004390032	0,009042848	0,010469203	0,012489516	0,034935965
JAG2.5093.47.3	0,60406079	0,707033938	-7,92E-05	0,00017666	0,000525665	-0,014896361	0,072046267	0,102847891	-0,004439415	-0,017640727	0,001211096
ASPRV1.13023.8.3	0,604660071	0,707452283	-9,62E-05	0,080396606	0,124489187	-0,008441251	2,87E-11	4,80E-10	-0,044654479	0,000608387	-0,009497557
COMMD7.2823.7.1	0,605243017	0,70785119	6,61E-05	0,328871105	0,409513828	-0,003247125	0,06760663	0,09707874	-0,009955657	0,000720423	0,00633155
RBM19.11468.15.3	0,605984328	0,708434916	0,000119282	1,71E-05	6,16E-05	-0,02587231	0,019758608	0,033562096	-0,011419753	-0,011674771	0,021789088
SMPDL3A.4771.10.3	0,606384284	0,70861927	8,50E-05	2,02E-06	8,38E-06	-0,020388586	0,780029368	0,810222266	-0,000687445	-0,008171747	-0,000386759
ZNF329.12803.9.3	0,606901986	0,708874825	7,11E-05	0,030052595	0,052858592	-0,007794692	0,033018863	0,052574945	0,01015401	-0,000488181	0,013753137
TRH.5659.11.3	0,607087671	0,708874825	-8,98E-05	0,140066262	0,199753202	-0,006697336	0,030246284	0,048824713	0,008985041	-0,008323743	0,015995435
FAH.11424.4.3	0,608634786	0,71011438	-7,78E-05	2,24E-07	1,05E-06	0,020474555	0,001933302	0,004516699	0,013882362	-0,014870159	-0,014713957
DEFB119.13455.10.3	0,608529113	0,71011438	0,000162566	0,455479522	0,53634364	0,006156785	0,012714537	0,022858034	0,013513464	0,016266415	0,052503177
MLEC.6285.71.3	0,608907363	0,710149138	-0,000114919	2,37E-29	4,51E-28	0,066152453	0,111864928	0,149444607	-0,016790619	-0,001013527	-0,013397917
CLEC2A.10953.14.3	0,610234943	0,711413793	-6,91E-05	0,170677153	0,235819874	-0,004828174	0,911172973	0,923486121	0,002023267	-0,003523704	-0,000800161
FCRL5.6103.70.3	0,610736164	0,711714455	0,000105446	0,833875539	0,869549359	0,001129195	0,012843055	0,023046586	-0,016073716	-0,018687682	0,007744367
CDK2.CCNA2.3357.67.2	0,611565532	0,712397125	6,11E-05	0,236341165	0,310556113	-0,003701051	1,30E-05	5,92E-05	-0,019389267	-0,014207484	-0,005042902
APEX1.9849.13.3	0,612675412	0,713405883	0,000159663	3,10E-07	1,43E-06	0,042007676	0,567137832	0,614247063	-0,008887664	0,004541007	-0,014897811
ADAM23.7049.2.3	0,614724056	0,715506512	5,83E-05	0,083606367	0,12891335	-0,005211427	1,98E-05	8,59E-05	-0,0102781	-0,000173341	0,020822996
RPS6KA6.12688.115.3	0,615924409	0,716618495	9,45E-05	2,11E-06	8,70E-06	0,023240677	0,06009664	0,087759697	-0,016927926	-0,006241705	-0,000477061
ZNF410.12843.6.3	0,616712531	0,717008617	-0,000104666	0,58260806	0,655182075	-0,002986989	0,53948039	0,588754399	-0,004155153	-0,005100027	0,009624226
PLBD2.6536.54.3	0,616749976	0,717008617	-6,02E-05	2,42E-09	1,40E-08	-0,018678061	3,00E-09	3,29E-08	0,016428135	-0,001040002	0,030096779
HBG1.10665.30.3	0,618155014	0,718356542	-8,01E-05	0,046447726	0,077061599	-0,008318617	0,02271657	0,038099752	0,007982477	-0,003211545	0,019368417
CISD1.7745.3.3	0,618458969	0,718424338	-0,000101465	0,000107418	0,000334252	0,020526613	9,53E-06	4,46E-05	-0,002773544	0,031553506	0,052208859
KLK5.14039.33.3	0,621734495	0,721942596	-0,000100605	0,137767129	0,196762135	-0,00786628	0,000270237	0,000814051	0,002969858	-0,023856426	0,024218869
MACROD1.13653.335.3	0,624068892	0,724078346	-6,69E-05	0,682209335	0,745458202	-0,001451672	4,04E-06	2,09E-05	-0,006148788	0,01214884	0,034375526
MATN2.3325.2.2	0,623966562	0,724078346	4,27E-05	3,73E-31	7,79E-30	-0,026464587	1,54E-18	7,77E-17	1,55E-05	0,006153934	0,039892948
ASH2L.12832.10.3	0,624358929	0,724127624	6,01E-05	0,529797846	0,607233033	0,002004976	0,001459108	0,003559542	-0,006230202	-0,010506825	0,013428965
THRA.12527.50.3	0,626137097	0,725614504	-6,41E-05	0,00586365	0,012473582	-0,009428025	0,36132756	0,417080944	-0,002442857	-0,002863059	0,008526039
LILRA6.7059.14.3	0,625997369	0,725614504	0,000123611	0,647521988	0,714178663	0,003013888	0,174843932	0,220439009	-0,000150853	0,002085074	0,026970157
IFNGR1.5825.49.3	0,626536569	0,725789887	7,63E-05	0,324958319	0,405331806	-0,004012907	9,50E-05	0,000329875	-0,008088765	0,023132623	0,03136941
SULT2A1.9829.91.3	0,632541238	0,732455709	-0,000106208	4,33E-05	0,000145364	0,023630029	0,446562416	0,500668738	0,011546533	0,009115129	0,007366951
PDGFRA.10366.11.3	0,632955148	0,732644958	9,19E-05	0,002694369	0,006254784	-0,015011798	2,63E-05	0,000109572	-0,006587348	-0,021649188	0,027978937
NAGS.11247.20.3	0,635053414	0,733911985	7,97E-05	0,005991327	0,012689813	-0,01200007	0,000861021	0,002252671	0,010775522	-0,010197388	0,022430721
FOXC2.14051.54.3	0,634986411	0,733911985	6,21E-05	0,020526261	0,038163157	-0,007875993	0,004524269	0,009280144	-0,014566232	0,001421022	0,006180436
ANK2.7624.19.3	0,634674123	0,733911985	-9,83E-05	0,12018456	0,175506659	-0,008360634	0,213474405	0,261479328	-0,011280541	0,011364842	0,000482092
SPRED1.8318.13.3	0,634472466	0,733911985	8,46E-05	0,041752651	0,070389916	-0,009423475	3,88E-05	0,00015437	-0,002644139	-0,016815849	0,028736508
IFNGR2.9180.6.3	0,635568484	0,734217147	-6,67E-05	7,45E-06	2,84E-05	-0,016417679	0,001183388	0,002976276	0,009099538	-0,005954228	0,020199052
LYPLAL1.12428.2.3	0,636286523	0,734756447	-7,15E-05	0,003142855	0,007159542	-0,011608583	5,62E-06	2,81E-05	0,01168399	-0,008493663	0,028931909
ENDOU.5656.53.3	0,636937461	0,735144607	6,51E-05	8,57E-06	3,25E-05	0,015977213	1,48E-05	6,67E-05	-0,016555793	0,008616229	0,020883554
CD3G.7924.7.3	0,637125326	0,735144607	-8,45E-05	0,029272096	0,051609935	-0,010152063	0,004039782	0,008448666	0,009672675	0,004398555	0,030523438
ANXA10.13605.16.3	0,639058567	0,737084506	-4,96E-05	0,12125907	0,17663485	-0,004262011	0,846804422	0,867870685	-0,002592519	0,002218057	0,000979452
LDHC.9828.86.3	0,641144672	0,739199119	9,98E-05	0,284026016	0,361993941	0,005960906	4,47E-05	0,000174093	0,033403049	0,021615278	0,019319529
PVRL4.5734.13.3	0,642007301	0,739610616	0,000100096	0,372547028	0,453953578	-0,004990213	0,444150696	0,498327881	-0,010906797	-0,003748607	0,003215162
SMCO2.7925.18.3	0,641885481	0,739610616	9,29E-05	0,422120738	0,504166255	-0,004165951	0,086208688	0,120362965	-0,014023793	-0,010648779	0,005629775
PCBD2.6899.37.3	0,642281089	0,739634718	0,000105679	1,94E-28	3,50E-27	0,065876409	0,179423832	0,225242364	0,015398906	0,011942496	0,000600136
CENPW.8864.59.3	0,643619715	0,740593103	5,81E-05	5,73E-05	0,000187755	-0,013145777	0,544877863	0,593582029	-0,000977605	-0,006231787	-0,009429264
LYSMD4.9106.87.3	0,643533148	0,740593103	6,63E-05	0,168317288	0,23310988	-0,005131285	0,061652064	0,089806917	0,009958086	-0,00278365	0,010859322
CTF1.2889.37.2	0,644204225	0,740974187	-4,99E-05	0,000146776	0,000443514	-0,010659812	3,62E-12	7,16E-11	-0,00614191	-0,030836107	0,010913094
APCS.2474.54.5	0,650038621	0,747391103	4,95E-05	2,19E-106	2,78E-104	0,063903927	0,000395958	0,001138819	0,013308994	0,015449184	0,004421298
CTNNA2.9872.23.3	0,650324216	0,747425671	-8,22E-05	0,276732607	0,354241958	0,005126724	0,044798051	0,068318196	0,017347988	0,0055631	0,003215612
