Up/Down with age	ID	Description	# Significant in top100	# Annotated in SOMAscan 2.9k	Min fdr	fdr_n10	fdr_n11	fdr_n12	fdr_n13	fdr_n14	fdr_n15	fdr_n16	fdr_n17	fdr_n18	fdr_n19	fdr_n20	fdr_n21	fdr_n22	fdr_n23	fdr_n24	fdr_n25	fdr_n26	fdr_n27	fdr_n28	fdr_n29	fdr_n30	fdr_n31	fdr_n32	fdr_n33	fdr_n34	fdr_n35	fdr_n36	fdr_n37	fdr_n38	fdr_n39	fdr_n40	fdr_n41	fdr_n42	fdr_n43	fdr_n44	fdr_n45	fdr_n46	fdr_n47	fdr_n48	fdr_n49	fdr_n50	fdr_n51	fdr_n52	fdr_n53	fdr_n54	fdr_n55	fdr_n56	fdr_n57	fdr_n58	fdr_n59	fdr_n60	fdr_n61	fdr_n62	fdr_n63	fdr_n64	fdr_n65	fdr_n66	fdr_n67	fdr_n68	fdr_n69	fdr_n70	fdr_n71	fdr_n72	fdr_n73	fdr_n74	fdr_n75	fdr_n76	fdr_n77	fdr_n78	fdr_n79	fdr_n80	fdr_n81	fdr_n82	fdr_n83	fdr_n84	fdr_n85	fdr_n86	fdr_n87	fdr_n88	fdr_n89	fdr_n90	fdr_n91	fdr_n92	fdr_n93	fdr_n94	fdr_n95	fdr_n96	fdr_n97	fdr_n98	fdr_n99	fdr_n100
up	GO:1901741	positive regulation of myoblast fusion	2	7	0,18786	0,18786	0,211515493	0,228945205	0,260188732	0,305417647	0,334850746	0,371683333	0,35722233	0,354208197	0,300558491	0,307311515	0,307311515	0,313309091	0,334145714	0,358002312	0,376213636	0,359981122	0,359086829	0,378991304	0,404893401	0,425333333	0,420825121	0,426892033	0,446363973	0,44310824	0,467254605	0,472971724	0,48276	0,48344919	0,48344919	0,501700776	0,458756849	0,489792254	0,4983125	0,443400338	0,383456286	0,390138897	0,401402752	0,409704465	0,421959368	0,433781818	0,441409176	0,4554	0,468591855	0,4737936	0,478651304	0,492185762	0,483194937	0,489073013	0,469106809	0,476624119	0,494785302	0,483010681	0,494440808	0,508269181	0,519742487	0,532173237	0,547734635	0,55378953	0,55378953	0,568544836	0,573716618	0,577197943	0,584025648	0,584594834	0,584274112	0,349093161	0,358317922	0,358317922	0,302423211	0,302423211	0,30339625	0,309076963	0,316277884	0,327536667	0,305881028	0,305881028	0,30979743	0,312545302	0,318517056	0,33178819	0,336483066	0,346007393	0,354239423	0,354375	0,359316479	0,361017512	0,360492117	0,377171972	0,376245205	0,384080367
up	GO:0006182	cGMP biosynthetic process	1	7	0,18786	0,18786	0,211515493	0,228945205	0,260188732	0,305417647	0,334850746	0,371683333	0,35722233	0,354208197	0,300558491	0,307311515	0,307311515	0,313309091	0,334145714	0,358002312	0,376213636	0,359981122	0,359086829	0,378991304	0,404893401	0,425333333	0,420825121	0,426892033	0,446363973	0,44310824	0,467254605	0,472971724	0,48276	0,48344919	0,48344919	0,501700776	0,458756849	0,489792254	0,4983125	0,443400338	0,383456286	0,390138897	0,401402752	0,409704465	0,421959368	0,433781818	0,441409176	0,4554	0,468591855	0,4737936	0,478651304	0,492185762	0,483194937	0,489073013	0,469106809	0,476624119	0,494785302	0,483010681	0,494440808	0,508269181	0,519742487	0,532173237	0,547734635	0,55378953	0,55378953	0,568544836	0,573716618	0,577197943	0,584025648	0,584594834	0,584274112	0,559448205	0,563641879	0,563641879	0,515664076	0,515664076	0,520203626	0,526407242	0,5385991	0,552034851	0,513231765	0,513231765	0,523702534	0,528266527	0,537206914	0,54784158	0,551399976	0,560492187	0,565037799	0,570241071	0,576982571	0,5909	0,590879393	0,602404518	0,60655082	0,622737295
up	GO:0007588	excretion	1	7	0,18786	0,18786	0,211515493	0,228945205	0,260188732	0,305417647	0,334850746	0,371683333	0,35722233	0,354208197	0,300558491	0,307311515	0,307311515	0,313309091	0,334145714	0,358002312	0,376213636	0,359981122	0,359086829	0,378991304	0,404893401	0,425333333	0,420825121	0,426892033	0,446363973	0,44310824	0,467254605	0,472971724	0,48276	0,48344919	0,48344919	0,501700776	0,458756849	0,489792254	0,4983125	0,443400338	0,383456286	0,390138897	0,401402752	0,409704465	0,421959368	0,433781818	0,441409176	0,4554	0,468591855	0,4737936	0,478651304	0,492185762	0,483194937	0,489073013	0,469106809	0,476624119	0,494785302	0,483010681	0,494440808	0,508269181	0,519742487	0,532173237	0,547734635	0,55378953	0,55378953	0,568544836	0,573716618	0,577197943	0,584025648	0,584594834	0,584274112	0,559448205	0,563641879	0,563641879	0,515664076	0,515664076	0,520203626	0,526407242	0,5385991	0,552034851	0,513231765	0,513231765	0,523702534	0,528266527	0,537206914	0,54784158	0,551399976	0,560492187	0,565037799	0,570241071	0,576982571	0,5909	0,590879393	0,602404518	0,60655082	0,622737295
up	GO:0014014	negative regulation of gliogenesis	1	7	0,18786	0,18786	0,211515493	0,228945205	0,260188732	0,305417647	0,334850746	0,371683333	0,35722233	0,354208197	0,300558491	0,307311515	0,307311515	0,313309091	0,334145714	0,358002312	0,376213636	0,359981122	0,359086829	0,378991304	0,404893401	0,425333333	0,420825121	0,426892033	0,446363973	0,44310824	0,467254605	0,472971724	0,48276	0,48344919	0,48344919	0,501700776	0,458756849	0,489792254	0,4983125	0,443400338	0,383456286	0,390138897	0,401402752	0,409704465	0,421959368	0,433781818	0,441409176	0,4554	0,468591855	0,4737936	0,478651304	0,492185762	0,483194937	0,489073013	0,469106809	0,476624119	0,494785302	0,483010681	0,494440808	0,508269181	0,519742487	0,532173237	0,547734635	0,55378953	0,55378953	0,568544836	0,573716618	0,577197943	0,584025648	0,584594834	0,584274112	0,559448205	0,563641879	0,563641879	0,515664076	0,515664076	0,520203626	0,526407242	0,5385991	0,552034851	0,513231765	0,513231765	0,523702534	0,528266527	0,537206914	0,54784158	0,551399976	0,560492187	0,565037799	0,570241071	0,576982571	0,5909	0,590879393	0,602404518	0,60655082	0,622737295
up	GO:0045010	actin nucleation	1	7	0,18786	0,18786	0,211515493	0,228945205	0,260188732	0,305417647	0,334850746	0,371683333	0,35722233	0,354208197	0,300558491	0,307311515	0,307311515	0,313309091	0,334145714	0,358002312	0,376213636	0,359981122	0,359086829	0,378991304	0,404893401	0,425333333	0,420825121	0,426892033	0,446363973	0,44310824	0,467254605	0,472971724	0,48276	0,48344919	0,48344919	0,501700776	0,458756849	0,489792254	0,4983125	0,443400338	0,383456286	0,390138897	0,401402752	0,409704465	0,421959368	0,433781818	0,441409176	0,4554	0,468591855	0,4737936	0,478651304	0,492185762	0,483194937	0,489073013	0,469106809	0,476624119	0,494785302	0,483010681	0,494440808	0,508269181	0,519742487	0,532173237	0,547734635	0,55378953	0,55378953	0,568544836	0,573716618	0,577197943	0,584025648	0,584594834	0,584274112	0,559448205	0,563641879	0,563641879	0,515664076	0,515664076	0,520203626	0,526407242	0,5385991	0,552034851	0,513231765	0,513231765	0,523702534	0,528266527	0,537206914	0,54784158	0,551399976	0,560492187	0,565037799	0,570241071	0,576982571	0,5909	0,590879393	0,602404518	0,60655082	0,622737295
up	GO:0070098	chemokine-mediated signaling pathway	5	36	0,188752	NA	NA	NA	NA	NA	NA	NA	NA	NA	0,456387097	0,476568675	0,476568675	0,50161063	0,511029057	0,537158011	0,560612014	0,554607261	0,5787382	0,597562565	0,616201721	0,643619377	0,645988216	0,628796006	0,648382621	0,649957316	0,668168918	0,685565904	0,696137143	0,704465651	0,704465651	0,723095514	0,458756849	0,489792254	0,499727586	0,450877103	0,292346545	0,288397371	0,292678876	0,3052516	0,298096257	0,319734807	0,325331648	0,341236158	0,358406936	0,356887374	0,343809424	0,370233791	0,350710448	0,358750255	0,340957207	0,343965067	0,361270181	0,376526348	0,394711965	0,409446901	0,420766161	0,435224656	0,444027039	0,457064252	0,457064252	0,467188709	0,47886596	0,481925298	0,489866898	0,487736246	0,480337963	0,349093161	0,358317922	0,358317922	0,194428125	0,194428125	0,188752	0,200425714	0,218952941	0,233585882	0,228124615	0,228124615	0,241349231	0,254810769	0,275639535	0,296037209	0,320598491	0,345583902	0,354239423	0,354375	0,359316479	0,361017512	0,360492117	0,377171972	0,376245205	0,384080367
down	R-HSA-186797	Signaling by PDGF	3	124	0,189540477	0,390492285	0,390492285	0,390492285	0,432690332	0,432690332	0,484210224	0,189540477	0,222759815	0,222759815	0,264535253	0,284833639	0,322880705	0,353098868	0,365651952	0,380112267	0,409370479	0,440115313	0,440115313	0,461569125	0,491163469	0,491163469	0,517005909	0,517005909	0,546694578	0,546694578	0,555591921	0,555591921	0,302833114	0,302833114	0,302833114	0,319880914	0,330571636	0,350255149	0,350255149	0,350255149	0,350255149	0,370688613	0,392212051	0,408153807	0,408153807	0,428988715	0,428988715	0,44936897	0,463831566	0,483004068	0,483004068	0,499242203	0,499242203	0,51472743	0,51472743	0,532138233	0,532138233	0,549340038	0,549340038	0,549340038	0,56834617	0,594459871	0,594459871	0,609342367	0,620525087	0,634319434	0,649627608	0,649627608	0,666863496	0,670152927	0,670152927	0,670152927	0,670152927	0,684999117	0,69781357	0,709560785	0,723967979	0,737251759	0,737251759	0,74685493	0,74685493	0,74685493	0,758699275	0,758699275	0,758699275	0,758699275	0,758699275	0,771733005	0,783390102	0,783390102	0,792893802	0,80126593	0,815059407	0,822101252	0,822101252	0,832197689
down	R-HSA-187037	NGF signalling via TRKA from the plasma membrane	3	125	0,189540477	0,390492285	0,390492285	0,390492285	0,432690332	0,432690332	0,484210224	0,189540477	0,222759815	0,222759815	0,264535253	0,284833639	0,322938457	0,353098868	0,365651952	0,380983034	0,409370479	0,441077348	0,441077348	0,461569125	0,49216779	0,49216779	0,517943006	0,517943006	0,546694578	0,546694578	0,555591921	0,555591921	0,303486942	0,303486942	0,303486942	0,319880914	0,331366543	0,350255149	0,350255149	0,350255149	0,350255149	0,371495051	0,392960232	0,408153807	0,408153807	0,430865993	0,430865993	0,45092659	0,466316995	0,483069465	0,483069465	0,499312539	0,499312539	0,51472743	0,51472743	0,535459329	0,535459329	0,55263298	0,55263298	0,55263298	0,571630271	0,597996943	0,597996943	0,609342367	0,620525087	0,637727492	0,65305134	0,65305134	0,668025017	0,672507057	0,672507057	0,672507057	0,672507057	0,688279767	0,698543707	0,712815557	0,727121766	0,737700636	0,737700636	0,749896262	0,749896262	0,749896262	0,761694047	0,761694047	0,761694047	0,761694047	0,761694047	0,771733005	0,783390102	0,783390102	0,792893802	0,80126593	0,816550151	0,824404231	0,824404231	0,834141328
down	GO:0001501	skeletal system development	9	117	0,191999167	0,307273016	0,357130827	0,391289103	0,4355725	0,491044444	0,534349438	0,251971698	0,269028814	0,278083529	0,283504264	0,2323016	0,250412267	0,258580508	0,269084409	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,293683562	0,324835833	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,282215789	0,305085	0,336185474	0,301895556	0,346432308	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0007497	posterior midgut development	1	1	0,191999167	0,195086957	0,202176	0,214362963	0,241948718	0,268338462	0,298911538	0,209318182	0,208585714	0,222579294	0,208736923	0,219108	0,250412267	0,258580508	0,269084409	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0009645	response to low light intensity stimulus	1	1	0,191999167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0009648	photoperiodism	1	1	0,191999167	NA	NA	0,214362963	0,241948718	0,268338462	0,298911538	0,209318182	0,208585714	0,222579294	0,208736923	0,219108	0,250412267	0,258580508	0,269084409	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0009725	response to hormone	13	206	0,191999167	0,697103885	0,7459776	0,532105755	0,597344366	0,6685625	0,712094603	0,382517518	0,393131889	0,423194828	0,292783881	0,2323016	0,250560268	0,258580508	0,27336012	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,319967077	0,339037808	0,339037808	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,349662376	0,370386725	0,372627816	0,383064798	0,400500414	0,420771737	0,420771737	0,43058652	0,43922424	0,449082072	0,471906653	0,433877339	0,446877857	0,446806283	0,43825206	0,450581117	0,456269848	0,457529455	0,457529455	0,476503153	0,5079715	0,490808431	0,493324437	0,486549785	0,49915263	0,511250804	0,543164186	0,552402494	0,564911386	0,41526581	0,427293006	0,427293006	0,446528522	0,450097104	0,451199505	0,429669707	0,436966912	0,438703358	0,438703358	0,460166243	0,483751783	0,414859012	0,417091509	0,417091509	0,423261986	0,436840751	0,453706131	0,447147881	0,428508652	0,428508652	0,432552466	0,424453043	0,4334715	0,436137019	0,44396413	0,401563664
down	GO:0030335	positive regulation of cell migration	11	145	0,191999167	0,653308479	0,69062747	0,720094808	0,775407763	0,832953075	0,864106508	0,467823614	0,483489438	0,526997626	0,332751095	0,342583145	0,36940844	0,386206897	0,27336012	0,210431333	0,191999167	0,213154231	0,244795854	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,203711667	0,235876667	0,24813	0,282215789	0,305085	0,336185474	0,292177	0,336841	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,44142252	0,477213953	0,489909493	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,347373636	0,373108108	0,378547632	0,378547632	0,400621524	0,40235967	0,369867857	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0033197	response to vitamin E	2	6	0,191999167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0,280880455	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,2739	0,29367	0,260985	0,260985	0,292440357	0,304576867	0,305957647	0,311722222	0,2396752	0,2521736	0,2712888	0,2912175	0,305085	0,336185474	0,301895556	0,346432308	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0034698	response to gonadotropin	3	10	0,191999167	0,261678824	0,29979759	0,305382796	0,334825806	0,373569231	0,418397802	0,298801705	0,300354974	0,318042474	0,326441157	0,325671692	0,342463731	0,348459507	0,334008373	0,309929745	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,319628235	0,328465882	0,328465882	0,338776471	0,355527059	0,348705	0,343625	0,373108108	0,3713545	0,3713545	0,38668	0,40235967	0,366303913	0,374288333	0,374288333	0,383834684	0,391954128	0,388315385	0,399567273	0,39432754	0,39432754	0,38041931	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0035799	ureter maturation	1	1	0,191999167	0,195086957	0,202176	0,214362963	0,241948718	0,268338462	0,298911538	0,209318182	0,208585714	0,222579294	0,208736923	0,219108	0,250412267	0,258580508	0,269084409	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0036018	cellular response to erythropoietin	1	1	0,191999167	NA	NA	NA	NA	NA	NA	0,209318182	0,208585714	0,222579294	0,208736923	0,219108	0,250412267	0,258580508	0,269084409	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0036215	response to stem cell factor	1	1	0,191999167	NA	NA	NA	NA	NA	NA	0,209318182	0,208585714	0,222579294	0,208736923	0,219108	0,250412267	0,258580508	0,269084409	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0036216	cellular response to stem cell factor stimulus	1	1	0,191999167	NA	NA	NA	NA	NA	NA	0,209318182	0,208585714	0,222579294	0,208736923	0,219108	0,250412267	0,258580508	0,269084409	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0038063	collagen-activated tyrosine kinase receptor signaling pathway	1	1	0,191999167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0038065	collagen-activated signaling pathway	1	1	0,191999167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
down	GO:0038109	Kit signaling pathway	1	1	0,191999167	NA	NA	NA	NA	NA	NA	0,209318182	0,208585714	0,222579294	0,208736923	0,219108	0,250412267	0,258580508	0,269084409	0,210431333	0,191999167	0,20020137	0,215062319	0,2147525	0,232319155	0,254946957	0,270052	0,287032381	0,288227077	0,310761905	0,322459048	0,322459048	0,292440357	0,304576867	0,305957647	0,31278427	0,288584948	0,305420851	0,313046596	0,312443265	0,323098454	0,336185474	0,349084421	0,358578247	0,367197312	0,381248172	0,381248172	0,39736337	0,392660211	0,401762842	0,409632632	0,395448932	0,410061881	0,412859813	0,40968	0,419403364	0,430991038	0,436798611	0,436798611	0,450136887	0,457973208	0,4273065	0,430364754	0,43222704	0,446810806	0,439499297	0,443217557	0,45576145	0,467515152	0,386917514	0,3966336	0,3966336	0,408745434	0,414707386	0,400295936	0,379052254	0,386824645	0,390246898	0,390246898	0,400621524	0,40235967	0,370511695	0,374288333	0,374288333	0,383834684	0,391954128	0,398765106	0,399567273	0,39432754	0,39432754	0,392165869	0,3924917	0,402520833	0,406482047	0,412401786	0,401563664
